id,sales
0,12.24190943066396
1,14.389542623133417
2,14.497736467379093
3,15.367165480963358
4,16.32756669906738
5,18.006611020594008
6,18.93550819604331
7,12.905056103923165
8,15.051239715184641
9,14.457336788720609
10,15.65070634672231
11,16.599816279353583
12,17.38454541109379
13,18.834320127754253
14,13.011684063421942
15,14.704492047481434
16,14.804370809461536
17,15.58798747522977
18,16.720055356659294
19,18.073138875403313
20,18.884475155394828
21,12.955706376123395
22,14.865365754480687
23,15.278184825449127
24,16.169482517623766
25,16.769096764119837
26,17.887388798186908
27,18.989515742374607
28,12.821633214187726
29,14.691982305555223
30,15.094127767821092
31,17.892038975847363
32,18.744154581925372
33,20.037665162710784
34,21.066273789346674
35,14.115339294166503
36,16.144629906263628
37,15.94947843843632
38,17.61501390647225
39,18.642488562782606
40,19.70929192005882
41,21.05891697965046
42,13.884677402862879
43,16.05086929093781
44,16.04099792207616
45,17.479542967535746
46,18.162472149851276
47,19.930940176122203
48,21.061057451325894
49,13.468694127744087
50,15.863298206616566
51,15.988456190192583
52,16.984218580819054
53,18.591921793298937
54,19.577829739854273
55,20.814419021113732
56,13.674930971203073
57,15.971164942414822
58,16.25891287526784
59,20.989025068737487
60,22.212995633451225
61,23.89946461900312
62,24.048284647318397
63,16.769222802175378
64,19.2076793008028
65,19.33853758462338
66,20.751830206618845
67,21.540808061949306
68,23.071932178793112
69,24.277572654244445
70,15.941399742327917
71,18.724881343414193
72,19.27319947478693
73,20.446736563435763
74,21.881777483450097
75,23.21668417269398
76,24.56260551107158
77,15.881032338738077
78,18.987829863274023
79,18.775109051395273
80,20.674227031207653
81,21.821602477247712
82,23.531101180464525
83,24.818648647041655
84,16.02702107231511
85,19.346632450495154
86,18.85531850690697
87,20.191949007410205
88,21.810495545618863
89,23.029061752234497
90,16.67706883035532
91,19.79556798766707
92,19.939708393499107
93,21.242572629488045
94,22.81428614927518
95,24.51715776734467
96,26.378867857909714
97,16.7967517010368
98,20.560507376604882
99,20.518671276851723
100,21.45475467490929
101,23.020611279466607
102,25.501405911273938
103,26.984453582748934
104,17.10978557335036
105,20.226741311921817
106,20.470463905413368
107,21.88155353483682
108,23.397151960695012
109,24.979034057560458
110,26.037981349987916
111,17.003773060707424
112,20.25706236917372
113,20.402454302912236
114,21.176104085252458
115,22.651195335006395
116,24.4794813076972
117,25.893664734422053
118,16.727636250531287
119,19.91137389915018
120,20.182527016295133
121,23.90609871015233
122,25.579328414548726
123,27.220513912085288
124,28.007857708343817
125,19.11263130065734
126,22.26352276516971
127,22.36866469923497
128,23.948526468598576
129,25.75255516954862
130,27.14049183715641
131,28.9446584479829
132,19.131842229762302
133,22.135085131159183
134,22.702395409064355
135,24.191318246238048
136,25.677801955826716
137,26.942872929953758
138,28.60859076478095
139,19.326244535080043
140,22.15605144285873
141,21.978119036655162
142,23.75788697560487
143,25.181331536989216
144,27.302635750326033
145,28.82574732637878
146,19.161844006642934
147,22.26768008086386
148,22.06913830914927
149,29.364035410447066
150,30.106278817920597
151,33.17626099629311
152,34.11097470379959
153,23.539189736411526
154,26.555031539901904
155,26.824537192443778
156,27.941902336457776
157,30.0612589717458
158,32.120361277696304
159,34.0115843987477
160,23.101742032000946
161,26.62981116559013
162,26.40937171610243
163,28.611555326814486
164,29.85770858704675
165,31.809876565969013
166,33.739225603077024
167,22.675073409277218
168,26.115497675451078
169,26.711261763775596
170,28.33719010218036
171,30.54873002710797
172,32.53902703534973
173,34.799811136463084
174,23.195027713165963
175,26.678758950938303
176,27.125908799157948
177,28.902818931464918
178,30.667465400694002
179,32.58721322088282
180,16.311945628523368
181,19.289779652894133
182,19.846063962415442
183,20.476597199535732
184,21.337529127384244
185,22.32561354275379
186,23.773040890026998
187,15.957798852976806
188,18.881589178575123
189,18.581979596866546
190,20.27567185506456
191,21.465199950531346
192,22.805405170164143
193,23.683224140780872
194,16.166871839228563
195,18.768413297805637
196,19.069594061885873
197,20.489598561846748
198,21.53251108264461
199,22.864245865056475
200,24.009846505823973
201,15.77947946565058
202,18.690962842510533
203,18.66431467238309
204,19.85647560717197
205,21.526368190718546
206,22.905722946564516
207,23.76063452602314
208,15.843969673434758
209,18.666522271199174
210,18.971069573508302
211,22.443087120187705
212,23.968878284596617
213,25.824101021363944
214,26.56695530655979
215,17.474070700751025
216,21.071613378616124
217,21.364537229306148
218,22.571691522662885
219,24.19299670466504
220,26.067425240304786
221,27.17289555329526
222,17.520739982089495
223,21.287268730644975
224,21.416204193689428
225,22.69480967756252
226,23.841172182678573
227,25.49386377380585
228,26.702859444005572
229,17.306248539482866
230,21.19272910160986
231,21.231604396699844
232,22.337603767046495
233,23.397059613297277
234,25.540278644288595
235,26.95285951451615
236,17.610732889865766
237,21.22984561531478
238,20.97464581024289
239,26.979932579290853
240,28.284455659848614
241,30.605220470389863
242,31.46875437107074
243,21.85357628948829
244,24.548076593894116
245,25.347274391471352
246,26.617104570556933
247,28.241161341316307
248,30.09354694117408
249,32.25834491961694
250,21.774569559257944
251,25.457767091769817
252,24.896193094817406
253,26.73261345069192
254,28.42799824504841
255,30.60812748631942
256,32.10770305340487
257,21.016544503721974
258,24.662858034107497
259,24.941660672316683
260,26.738778402624547
261,28.20239525080035
262,30.84857091496578
263,31.63669051103
264,20.965173309398658
265,24.541030300050217
266,24.807999229802153
267,26.940801977126167
268,27.935949481898074
269,30.306165365315366
270,15.094533896956381
271,17.780718800459635
272,17.850990933171378
273,18.712509747393458
274,19.91309043888778
275,21.55244603417043
276,23.020863236540706
277,15.160953669490572
278,17.386807192486494
279,17.687068004913296
280,19.39214373461324
281,19.886710964940725
282,21.513029975335446
283,22.45062904770061
284,15.133322513479452
285,17.774628926433945
286,17.919001249587538
287,19.016306807326977
288,20.301567678211345
289,21.739429839399374
290,22.942664158086963
291,15.184872499973043
292,17.683395743991092
293,17.50564242046848
294,19.490685956027942
295,20.391052786811255
296,21.65998161562206
297,22.83582371328193
298,15.118968533613304
299,17.546294717015396
300,17.76694764946242
301,21.679408115807956
302,22.34976943294554
303,24.133600083322282
304,24.269219665194687
305,16.614835400364445
306,19.003035046675578
307,19.458103868318602
308,21.058707434890184
309,22.200861349208253
310,23.5893925055087
311,24.978690950744955
312,16.236043653590464
313,19.822602550791657
314,19.162291552409506
315,21.07515740937177
316,22.34656944546016
317,23.6330170612449
318,24.997164924134438
319,16.21774994172152
320,19.09997674274245
321,19.510263833354784
322,20.562027516220034
323,22.26312844242164
324,23.293994276624122
325,24.815275925909805
326,16.03179735643572
327,19.09135714842435
328,19.09018261286926
329,25.222538118689048
330,26.60749160769703
331,28.884930211892257
332,29.010382101523323
333,19.6903390816381
334,23.179887595703015
335,22.77575293250936
336,24.55287011987278
337,25.637077640111556
338,27.985970709187846
339,28.6276331276096
340,19.704050513605946
341,22.64997497389767
342,23.26004630240654
343,24.586133519647017
344,26.156567419954563
345,28.196492368743897
346,29.90942062121436
347,19.439739169389533
348,22.824904170752248
349,22.703129098465244
350,24.41894816634143
351,26.176747987817777
352,28.584667079992332
353,29.856668867819927
354,19.290661515658762
355,22.542274347403968
356,22.91394673706995
357,24.289501511704408
358,26.23060828076379
359,27.853449153656275
360,11.471677764010247
361,13.384934871334956
362,13.291307628493076
363,13.767408994959341
364,15.101324606123775
365,16.090151048987316
366,16.768908196083096
367,11.810854204086942
368,13.444405744504897
369,13.722729950534058
370,14.368233285533968
371,15.28695911173869
372,16.46661851943096
373,16.980799225510168
374,11.134923356243554
375,12.887083782745576
376,12.875020673021154
377,14.227194205465443
378,14.855969695427218
379,15.454727146211948
380,16.594198956782297
381,11.0945429735787
382,12.755281182777612
383,12.758642819837696
384,13.696961583689193
385,14.813213162270811
386,15.685888573497403
387,17.14250637722932
388,10.930601166978374
389,12.704781705868331
390,12.76085973305957
391,15.86467452592808
392,16.897561889737855
393,17.76647418170891
394,17.98851041894589
395,12.729085516013399
396,14.337730999655575
397,14.309025146988281
398,15.63980016346244
399,16.69687766722994
400,17.640704931303905
401,18.940798564969104
402,12.438774517788582
403,14.2884502528048
404,14.328851159664795
405,15.724214183089522
406,16.499994027713576
407,17.487763667537635
408,19.135173921120447
409,12.592550889500373
410,14.78415933877663
411,14.253677665778662
412,15.654109244701445
413,16.421144994598414
414,17.925034969102352
415,19.466367583927664
416,12.389108599758655
417,14.425258874272885
418,14.487793580169598
419,19.678507840771694
420,20.036044910121717
421,21.76892001122777
422,22.257156411496037
423,14.81915917635815
424,17.24168277339238
425,17.188291997108358
426,18.462820159412043
427,19.609561998790358
428,20.569453689858676
429,22.63841577471664
430,14.686018616432014
431,17.46757932325088
432,17.39293155053153
433,19.24913291041987
434,20.180813997251725
435,21.667182481978287
436,22.936777220935078
437,14.904377572892864
438,17.44220973524917
439,17.61510646792097
440,19.2720122742062
441,19.88510726980609
442,21.467676423531497
443,22.563138802927728
444,14.615748330594458
445,17.0860225990069
446,17.741550764764252
447,19.23943294997471
448,19.96332438894323
449,21.698408002442484
450,10.233995935187757
451,11.745617400118505
452,11.709424479407991
453,11.965267409588442
454,13.142879400504558
455,13.978892642309464
456,15.448593194558676
457,10.470693613765878
458,11.56896359355913
459,11.443408307048623
460,11.841650927771086
461,13.64508624923136
462,13.829260382337711
463,15.972619422402161
464,10.265711614548223
465,11.729047964595873
466,11.323160996053451
467,12.377433911932524
468,13.40036266337885
469,13.910455965497293
470,15.937606698848075
471,10.180742321072096
472,11.438241390690262
473,11.412524858736678
474,12.23037451356743
475,13.092589249815111
476,14.352160538379646
477,15.917729017466714
478,10.346192327315789
479,11.417645771510134
480,11.251140545862217
481,14.009165070988566
482,15.19603871581541
483,16.172176474768012
484,17.03382021869574
485,11.711381319864486
486,13.140292976818753
487,13.146790435768029
488,14.123175113687816
489,14.969098886693322
490,16.34085841801103
491,17.78676865629096
492,11.577334231632877
493,13.157767836661835
494,13.389267944597767
495,14.047021644539685
496,14.918372787336164
497,15.603563024382911
498,16.894454307910802
499,11.01793563327704
500,13.090856055658117
501,12.854902045443437
502,13.833524647096475
503,14.74326418140697
504,15.784118630742052
505,16.92565356738471
506,11.078872351503172
507,12.853424167714515
508,12.875114328106358
509,17.211193932965333
510,18.456026565013506
511,19.676586103510694
512,19.994280531846876
513,13.60145633079706
514,15.202905622932358
515,15.17404125144295
516,16.72887697019933
517,17.9729363751756
518,19.542838113597245
519,20.423166849052098
520,13.48595967419694
521,15.649058372604811
522,15.371632695354318
523,16.972814534582636
524,17.7644354150348
525,19.304129866204256
526,20.900215562914088
527,13.336675582539819
528,16.110583587686
529,15.52155694445334
530,16.751514069776842
531,18.2831826366795
532,19.552469480255322
533,20.84265322844501
534,12.989152971720607
535,15.450928371327876
536,15.78794741426882
537,17.05518987734543
538,18.106980788845565
539,19.250386878671325
540,10.009696810320952
541,11.316265245289955
542,11.39433714875892
543,11.372242087931344
544,12.640963788975036
545,13.365295566727948
546,14.249193340005844
547,10.081233176896196
548,10.776706423043347
549,10.750989891089763
550,12.180406512950277
551,12.627558353897692
552,12.935257626137615
553,14.15117334778094
554,9.954987559207261
555,10.801452481347296
556,10.713855748853668
557,11.62573706764563
558,12.344887586767612
559,13.169395711640892
560,14.488090035617303
561,10.127930856362426
562,11.031300027759727
563,11.005583495806142
